Wall time,Step,Value
1720822337.1611233,301,0.022639689967036247
1720822343.4502625,322,0.01915908232331276
1720822397.3790069,504,0.01498890295624733
1720822444.9282367,665,0.01859714835882187
1720822577.7540169,1113,0.010105743072926998
1720822596.0664167,1176,0.011133698746562004
1720822722.223901,1610,0.00905278418213129
1720822732.3980083,1645,0.010132252238690853
1720822775.128799,1792,0.008676417171955109
1720822811.903135,1918,0.011728332377970219
1720822883.1195018,2163,0.009241008199751377
1720822887.1896245,2177,0.0089202169328928
1720822903.4666142,2233,0.007068648003041744
1720823113.0305135,2954,0.012964272871613503
1720823192.3824089,3227,0.008909307420253754
1720823220.872774,3325,0.008529547601938248
1720823347.0212646,3759,0.00797541905194521
1720823402.0070956,3948,0.009133326821029186
1720823434.5654292,4060,0.007316059898585081
1720823450.655791,4109,0.010645687580108643
1720823548.3286922,4445,0.005470770411193371
1720823574.7798707,4536,0.009103277698159218
1720823603.2692657,4634,0.0077236066572368145
1720823623.6155083,4704,0.008493544533848763
1720823711.104521,5005,0.007760439068078995
1720823727.379954,5061,0.005714538041502237
1720823827.0763443,5404,0.006080601830035448
1720823855.5405507,5502,0.007824878208339214
1720823859.6068807,5516,0.008551260456442833
1720823890.1168692,5621,0.007047170773148537
1720823902.3259847,5663,0.007610148750245571
1720823959.2968035,5859,0.007978076115250587
1720824181.0842364,6622,0.006177911534905434
1720824233.9824674,6804,0.006578703410923481
1720824236.0165486,6811,0.005794986616820097
1720824248.2247574,6853,0.006657169200479984
1720824303.160314,7042,0.008396051824092865
1720824321.46966,7105,0.006507929414510727
1720824421.169575,7448,0.007989193312823772
1720824427.2734656,7469,0.008551990613341331
1720824482.2875943,7658,0.008895386941730976
1720824504.7074869,7735,0.01072608307003975
1720824620.6815808,8134,0.007193118333816528
1720824660.9749713,8267,0.006097901612520218
1720824825.795732,8834,0.004827139899134636
1720824937.6942458,9219,0.005277407355606556
1720824943.7981422,9240,0.01275287289172411
1720824972.2833207,9338,0.010942072607576847
1720824980.4205475,9366,0.00871976651251316
1720825078.1055498,9702,0.008107798174023628
1720825092.3483407,9751,0.005788993090391159
1720825137.109536,9905,0.006124609615653753
1720825161.524119,9989,0.006061082240194082
1720825181.8702192,10059,0.004971716552972794
1720825242.9096615,10269,0.005284413229674101
1720825265.2895164,10346,0.00561695359647274
1720825293.7762203,10444,0.00571298785507679
1720825358.8836818,10668,0.006682735402137041
1720825417.8872998,10871,0.00704897241666913
1720825450.4453301,10983,0.011729170568287373
1720825482.997563,11095,0.006024539936333895
1720825491.137012,11123,0.005518704187124968
1720825525.7217798,11242,0.010018659755587578
1720825596.9366148,11487,0.00501962099224329
1720825700.7040405,11844,0.005061180330812931
1720825737.3286772,11970,0.004883157555013895
1720825755.642944,12033,0.005580825265496969
1720825784.1294837,12131,0.005654526874423027
1720825788.198952,12145,0.005760328844189644
1720825794.303875,12166,0.007311150431632996
1720825885.484916,12474,0.006486332044005394
1720825977.0402625,12789,0.0077170575968921185
1720826013.6648324,12915,0.005173718556761742
1720826031.9756734,12978,0.01614324562251568
1720826058.4246054,13069,0.0050566112622618675
1720826064.5297768,13090,0.006479601841419935
1720826080.8061097,13146,0.0081587890163064
1720826162.191094,13426,0.007486398331820965
1720826196.7784061,13545,0.007042229641228914
1720826223.2253947,13636,0.004803196527063847
1720826333.0912154,14014,0.007135058753192425
1720826404.3049455,14259,0.005847782362252474
